Disaster Number,IH Program Declared,IA Program Declared,PA Program Declared,HM Program Declared,State ,Declaration Date,Disaster Type,Incident Type,Title,Incident Begin Date,Incident End Date,Disaster Close Out Date,Place Code,Declared County/Area,Declaration Request Number
4416,No,No,Yes,Yes,TX,2019-02-25 11:25:00,DR,Flood,SEVERE STORMS AND FLOODING,2018-09-10 08:55:00,2018-11-02 23:59:00,,99009,Archer (County),19002
4416,No,No,Yes,Yes,TX,2019-02-25 11:25:00,DR,Flood,SEVERE STORMS AND FLOODING,2018-09-10 08:55:00,2018-11-02 23:59:00,,99023,Baylor (County),19002
4416,No,No,Yes,Yes,TX,2019-02-25 11:25:00,DR,Flood,SEVERE STORMS AND FLOODING,2018-09-10 08:55:00,2018-11-02 23:59:00,,99049,Brown (County),19002
4416,No,No,Yes,Yes,TX,2019-02-25 11:25:00,DR,Flood,SEVERE STORMS AND FLOODING,2018-09-10 08:55:00,2018-11-02 23:59:00,,99053,Burnet (County),19002
4416,No,No,Yes,Yes,TX,2019-02-25 11:25:00,DR,Flood,SEVERE STORMS AND FLOODING,2018-09-10 08:55:00,2018-11-02 23:59:00,,99059,Callahan (County),19002
4416,No,No,Yes,Yes,TX,2019-02-25 11:25:00,DR,Flood,SEVERE STORMS AND FLOODING,2018-09-10 08:55:00,2018-11-02 23:59:00,,99093,Comanche (County),19002
4416,No,No,Yes,Yes,TX,2019-02-25 11:25:00,DR,Flood,SEVERE STORMS AND FLOODING,2018-09-10 08:55:00,2018-11-02 23:59:00,,99099,Coryell (County),19002
4416,No,No,Yes,Yes,TX,2019-02-25 11:25:00,DR,Flood,SEVERE STORMS AND FLOODING,2018-09-10 08:55:00,2018-11-02 23:59:00,,99127,Dimmit (County),19002
4416,No,No,Yes,Yes,TX,2019-02-25 11:25:00,DR,Flood,SEVERE STORMS AND FLOODING,2018-09-10 08:55:00,2018-11-02 23:59:00,,99137,Edwards (County),19002
4416,No,No,Yes,Yes,TX,2019-02-25 11:25:00,DR,Flood,SEVERE STORMS AND FLOODING,2018-09-10 08:55:00,2018-11-02 23:59:00,,99147,Fannin (County),19002
4416,No,No,Yes,Yes,TX,2019-02-25 11:25:00,DR,Flood,SEVERE STORMS AND FLOODING,2018-09-10 08:55:00,2018-11-02 23:59:00,,99159,Franklin (County),19002
4416,No,No,Yes,Yes,TX,2019-02-25 11:25:00,DR,Flood,SEVERE STORMS AND FLOODING,2018-09-10 08:55:00,2018-11-02 23:59:00,,99185,Grimes (County),19002
4416,No,No,Yes,Yes,TX,2019-02-25 11:25:00,DR,Flood,SEVERE STORMS AND FLOODING,2018-09-10 08:55:00,2018-11-02 23:59:00,,99207,Haskell (County),19002
4416,No,No,Yes,Yes,TX,2019-02-25 11:25:00,DR,Flood,SEVERE STORMS AND FLOODING,2018-09-10 08:55:00,2018-11-02 23:59:00,,99217,Hill (County),19002
4416,No,No,Yes,Yes,TX,2019-02-25 11:25:00,DR,Flood,SEVERE STORMS AND FLOODING,2018-09-10 08:55:00,2018-11-02 23:59:00,,99223,Hopkins (County),19002
4416,No,No,Yes,Yes,TX,2019-02-25 11:25:00,DR,Flood,SEVERE STORMS AND FLOODING,2018-09-10 08:55:00,2018-11-02 23:59:00,,99225,Houston (County),19002
4416,No,No,Yes,Yes,TX,2019-02-25 11:25:00,DR,Flood,SEVERE STORMS AND FLOODING,2018-09-10 08:55:00,2018-11-02 23:59:00,,99253,Jones (County),19002
4416,No,No,Yes,Yes,TX,2019-02-25 11:25:00,DR,Flood,SEVERE STORMS AND FLOODING,2018-09-10 08:55:00,2018-11-02 23:59:00,,99267,Kimble (County),19002
4416,No,No,Yes,Yes,TX,2019-02-25 11:25:00,DR,Flood,SEVERE STORMS AND FLOODING,2018-09-10 08:55:00,2018-11-02 23:59:00,,99271,Kinney (County),19002
4416,No,No,Yes,Yes,TX,2019-02-25 11:25:00,DR,Flood,SEVERE STORMS AND FLOODING,2018-09-10 08:55:00,2018-11-02 23:59:00,,99275,Knox (County),19002
4416,No,No,Yes,Yes,TX,2019-02-25 11:25:00,DR,Flood,SEVERE STORMS AND FLOODING,2018-09-10 08:55:00,2018-11-02 23:59:00,,99299,Llano (County),19002
4416,No,No,Yes,Yes,TX,2019-02-25 11:25:00,DR,Flood,SEVERE STORMS AND FLOODING,2018-09-10 08:55:00,2018-11-02 23:59:00,,99307,McCulloch (County),19002
4416,No,No,Yes,Yes,TX,2019-02-25 11:25:00,DR,Flood,SEVERE STORMS AND FLOODING,2018-09-10 08:55:00,2018-11-02 23:59:00,,99313,Madison (County),19002
4416,No,No,Yes,Yes,TX,2019-02-25 11:25:00,DR,Flood,SEVERE STORMS AND FLOODING,2018-09-10 08:55:00,2018-11-02 23:59:00,,99319,Mason (County),19002
4416,No,No,Yes,Yes,TX,2019-02-25 11:25:00,DR,Flood,SEVERE STORMS AND FLOODING,2018-09-10 08:55:00,2018-11-02 23:59:00,,99327,Menard (County),19002
4416,No,No,Yes,Yes,TX,2019-02-25 11:25:00,DR,Flood,SEVERE STORMS AND FLOODING,2018-09-10 08:55:00,2018-11-02 23:59:00,,99353,Nolan (County),19002
4416,No,No,Yes,Yes,TX,2019-02-25 11:25:00,DR,Flood,SEVERE STORMS AND FLOODING,2018-09-10 08:55:00,2018-11-02 23:59:00,,99385,Real (County),19002
4416,No,No,Yes,Yes,TX,2019-02-25 11:25:00,DR,Flood,SEVERE STORMS AND FLOODING,2018-09-10 08:55:00,2018-11-02 23:59:00,,99411,San Saba (County),19002
4416,No,No,Yes,Yes,TX,2019-02-25 11:25:00,DR,Flood,SEVERE STORMS AND FLOODING,2018-09-10 08:55:00,2018-11-02 23:59:00,,99435,Sutton (County),19002
4416,No,No,Yes,Yes,TX,2019-02-25 11:25:00,DR,Flood,SEVERE STORMS AND FLOODING,2018-09-10 08:55:00,2018-11-02 23:59:00,,99447,Throckmorton (County),19002
4416,No,No,Yes,Yes,TX,2019-02-25 11:25:00,DR,Flood,SEVERE STORMS AND FLOODING,2018-09-10 08:55:00,2018-11-02 23:59:00,,99453,Travis (County),19002
4416,No,No,Yes,Yes,TX,2019-02-25 11:25:00,DR,Flood,SEVERE STORMS AND FLOODING,2018-09-10 08:55:00,2018-11-02 23:59:00,,99463,Uvalde (County),19002
4416,No,No,Yes,Yes,TX,2019-02-25 11:25:00,DR,Flood,SEVERE STORMS AND FLOODING,2018-09-10 08:55:00,2018-11-02 23:59:00,,99465,Val Verde (County),19002
4414,No,No,Yes,Yes,MN,2019-02-01 11:00:00,DR,Flood,SEVERE STORMS AND FLOODING,2018-10-09 00:00:00,2018-10-11 23:59:00,,99137,St. Louis (County),18132
4412,No,No,Yes,Yes,NC,2019-01-31 16:30:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-10 08:38:18,2018-10-12 23:59:00,,99001,Alamance (County),18135
4412,No,No,Yes,Yes,NC,2019-01-31 16:30:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-10 08:38:18,2018-10-12 23:59:00,,99019,Brunswick (County),18135
4412,No,No,Yes,Yes,NC,2019-01-31 16:30:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-10 08:38:18,2018-10-12 23:59:00,,99033,Caswell (County),18135
4412,No,No,Yes,Yes,NC,2019-01-31 16:30:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-10 08:38:18,2018-10-12 23:59:00,,99037,Chatham (County),18135
4412,No,No,Yes,Yes,NC,2019-01-31 16:30:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-10 08:38:18,2018-10-12 23:59:00,,99055,Dare (County),18135
4412,No,No,Yes,Yes,NC,2019-01-31 16:30:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-10 08:38:18,2018-10-12 23:59:00,,99057,Davidson (County),18135
4412,No,No,Yes,Yes,NC,2019-01-31 16:30:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-10 08:38:18,2018-10-12 23:59:00,,99059,Davie (County),18135
4412,No,No,Yes,Yes,NC,2019-01-31 16:30:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-10 08:38:18,2018-10-12 23:59:00,,99067,Forsyth (County),18135
4412,No,No,Yes,Yes,NC,2019-01-31 16:30:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-10 08:38:18,2018-10-12 23:59:00,,99077,Granville (County),18135
4412,No,No,Yes,Yes,NC,2019-01-31 16:30:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-10 08:38:18,2018-10-12 23:59:00,,99095,Hyde (County),18135
4412,No,No,Yes,Yes,NC,2019-01-31 16:30:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-10 08:38:18,2018-10-12 23:59:00,,99097,Iredell (County),18135
4412,No,No,Yes,Yes,NC,2019-01-31 16:30:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-10 08:38:18,2018-10-12 23:59:00,,99111,McDowell (County),18135
4412,No,No,Yes,Yes,NC,2019-01-31 16:30:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-10 08:38:18,2018-10-12 23:59:00,,99123,Montgomery (County),18135
4412,No,No,Yes,Yes,NC,2019-01-31 16:30:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-10 08:38:18,2018-10-12 23:59:00,,99135,Orange (County),18135
4412,No,No,Yes,Yes,NC,2019-01-31 16:30:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-10 08:38:18,2018-10-12 23:59:00,,99145,Person (County),18135
4412,No,No,Yes,Yes,NC,2019-01-31 16:30:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-10 08:38:18,2018-10-12 23:59:00,,99151,Randolph (County),18135
4412,No,No,Yes,Yes,NC,2019-01-31 16:30:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-10 08:38:18,2018-10-12 23:59:00,,99157,Rockingham (County),18135
4412,No,No,Yes,Yes,NC,2019-01-31 16:30:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-10 08:38:18,2018-10-12 23:59:00,,99169,Stokes (County),18135
4412,No,No,Yes,Yes,NC,2019-01-31 16:30:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-10 08:38:18,2018-10-12 23:59:00,,99171,Surry (County),18135
4412,No,No,Yes,Yes,NC,2019-01-31 16:30:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-10 08:38:18,2018-10-12 23:59:00,,99181,Vance (County),18135
4412,No,No,Yes,Yes,NC,2019-01-31 16:30:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-10 08:38:18,2018-10-12 23:59:00,,99197,Yadkin (County),18135
4411,No,No,Yes,Yes,VA,2018-12-18 09:34:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-09 08:38:00,2018-10-16 23:59:00,,21344,Danville,18134
4411,No,No,Yes,Yes,VA,2018-12-18 09:34:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-09 08:38:00,2018-10-16 23:59:00,,30208,Galax,18134
4411,No,No,Yes,Yes,VA,2018-12-18 09:34:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-09 08:38:00,2018-10-16 23:59:00,,49784,Martinsville,18134
4411,No,No,Yes,Yes,VA,2018-12-18 09:34:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-09 08:38:00,2018-10-16 23:59:00,,99007,Amelia (County),18134
4411,No,No,Yes,Yes,VA,2018-12-18 09:34:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-09 08:38:00,2018-10-16 23:59:00,,99011,Appomattox (County),18134
4411,No,No,Yes,Yes,VA,2018-12-18 09:34:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-09 08:38:00,2018-10-16 23:59:00,,99025,Brunswick (County),18134
4411,No,No,Yes,Yes,VA,2018-12-18 09:34:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-09 08:38:00,2018-10-16 23:59:00,,99031,Campbell (County),18134
4411,No,No,Yes,Yes,VA,2018-12-18 09:34:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-09 08:38:00,2018-10-16 23:59:00,,99037,Charlotte (County),18134
4411,No,No,Yes,Yes,VA,2018-12-18 09:34:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-09 08:38:00,2018-10-16 23:59:00,,99041,Chesterfield (County),18134
4411,No,No,Yes,Yes,VA,2018-12-18 09:34:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-09 08:38:00,2018-10-16 23:59:00,,99049,Cumberland (County),18134
4411,No,No,Yes,Yes,VA,2018-12-18 09:34:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-09 08:38:00,2018-10-16 23:59:00,,99053,Dinwiddie (County),18134
4411,No,No,Yes,Yes,VA,2018-12-18 09:34:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-09 08:38:00,2018-10-16 23:59:00,,99057,Essex (County),18134
4411,No,No,Yes,Yes,VA,2018-12-18 09:34:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-09 08:38:00,2018-10-16 23:59:00,,99063,Floyd (County),18134
4411,No,No,Yes,Yes,VA,2018-12-18 09:34:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-09 08:38:00,2018-10-16 23:59:00,,99065,Fluvanna (County),18134
4411,No,No,Yes,Yes,VA,2018-12-18 09:34:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-09 08:38:00,2018-10-16 23:59:00,,99067,Franklin (County),18134
4411,No,No,Yes,Yes,VA,2018-12-18 09:34:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-09 08:38:00,2018-10-16 23:59:00,,99077,Grayson (County),18134
4411,No,No,Yes,Yes,VA,2018-12-18 09:34:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-09 08:38:00,2018-10-16 23:59:00,,99083,Halifax (County),18134
4411,No,No,Yes,Yes,VA,2018-12-18 09:34:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-09 08:38:00,2018-10-16 23:59:00,,99095,James City (County),18134
4411,No,No,Yes,Yes,VA,2018-12-18 09:34:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-09 08:38:00,2018-10-16 23:59:00,,99097,King and Queen (County),18134
4411,No,No,Yes,Yes,VA,2018-12-18 09:34:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-09 08:38:00,2018-10-16 23:59:00,,99101,King William (County),18134
4411,No,No,Yes,Yes,VA,2018-12-18 09:34:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-09 08:38:00,2018-10-16 23:59:00,,99103,Lancaster (County),18134
4411,No,No,Yes,Yes,VA,2018-12-18 09:34:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-09 08:38:00,2018-10-16 23:59:00,,99111,Lunenburg (County),18134
4411,No,No,Yes,Yes,VA,2018-12-18 09:34:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-09 08:38:00,2018-10-16 23:59:00,,99117,Mecklenburg (County),18134
4411,No,No,Yes,Yes,VA,2018-12-18 09:34:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-09 08:38:00,2018-10-16 23:59:00,,99119,Middlesex (County),18134
4411,No,No,Yes,Yes,VA,2018-12-18 09:34:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-09 08:38:00,2018-10-16 23:59:00,,99121,Montgomery (County),18134
4411,No,No,Yes,Yes,VA,2018-12-18 09:34:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-09 08:38:00,2018-10-16 23:59:00,,99127,New Kent (County),18134
4411,No,No,Yes,Yes,VA,2018-12-18 09:34:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-09 08:38:00,2018-10-16 23:59:00,,99131,Northampton (County),18134
4411,No,No,Yes,Yes,VA,2018-12-18 09:34:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-09 08:38:00,2018-10-16 23:59:00,,99133,Northumberland (County),18134
4411,No,No,Yes,Yes,VA,2018-12-18 09:34:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-09 08:38:00,2018-10-16 23:59:00,,99135,Nottoway (County),18134
4411,No,No,Yes,Yes,VA,2018-12-18 09:34:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-09 08:38:00,2018-10-16 23:59:00,,99143,Pittsylvania (County),18134
4411,No,No,Yes,Yes,VA,2018-12-18 09:34:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-09 08:38:00,2018-10-16 23:59:00,,99145,Powhatan (County),18134
4411,No,No,Yes,Yes,VA,2018-12-18 09:34:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-09 08:38:00,2018-10-16 23:59:00,,99147,Prince Edward (County),18134
4411,No,No,Yes,Yes,VA,2018-12-18 09:34:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-09 08:38:00,2018-10-16 23:59:00,,99157,Rappahannock (County),18134
4411,No,No,Yes,Yes,VA,2018-12-18 09:34:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-09 08:38:00,2018-10-16 23:59:00,,99159,Richmond (County),18134
4411,No,No,Yes,Yes,VA,2018-12-18 09:34:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-09 08:38:00,2018-10-16 23:59:00,,99161,Roanoke (County),18134
4411,No,No,Yes,Yes,VA,2018-12-18 09:34:00,DR,Hurricane,TROPICAL STORM MICHAEL,2018-10-09 08:38:00,2018-10-16 23:59:00,,99193,Westmoreland (County),18134
4406,No,No,Yes,Yes,AL,2018-11-05 08:30:00,DR,Hurricane,HURRICANE MICHAEL,2018-10-10 08:38:00,2018-10-13 23:59:00,,99045,Dale (County),18120
4406,No,No,Yes,Yes,AL,2018-11-05 08:30:00,DR,Hurricane,HURRICANE MICHAEL,2018-10-10 08:38:00,2018-10-13 23:59:00,,99061,Geneva (County),18120
4406,No,No,Yes,Yes,AL,2018-11-05 08:30:00,DR,Hurricane,HURRICANE MICHAEL,2018-10-10 08:38:00,2018-10-13 23:59:00,,99067,Henry (County),18120
4406,No,No,Yes,Yes,AL,2018-11-05 08:30:00,DR,Hurricane,HURRICANE MICHAEL,2018-10-10 08:38:00,2018-10-13 23:59:00,,99069,Houston (County),18120
4406,No,No,Yes,Yes,AL,2018-11-05 08:30:00,DR,Hurricane,HURRICANE MICHAEL,2018-10-10 08:38:00,2018-10-13 23:59:00,,99097,Mobile (County),18120
4405,No,No,Yes,Yes,MT,2018-10-31 06:53:00,DR,Flood,FLOODING,2018-05-01 00:00:01,2018-06-10 00:00:01,,99009,Carbon (County),18121
4405,No,No,Yes,Yes,MT,2018-10-31 06:53:00,DR,Flood,FLOODING,2018-05-01 00:00:01,2018-06-10 00:00:01,,99017,Custer (County),18121
4405,No,No,Yes,Yes,MT,2018-10-31 06:53:00,DR,Flood,FLOODING,2018-05-01 00:00:01,2018-06-10 00:00:01,,99037,Golden Valley (County),18121
4405,No,No,Yes,Yes,MT,2018-10-31 06:53:00,DR,Flood,FLOODING,2018-05-01 00:00:01,2018-06-10 00:00:01,,99049,Lewis and Clark (County),18121
4405,No,No,Yes,Yes,MT,2018-10-31 06:53:00,DR,Flood,FLOODING,2018-05-01 00:00:01,2018-06-10 00:00:01,,99063,Missoula (County),18121
4405,No,No,Yes,Yes,MT,2018-10-31 06:53:00,DR,Flood,FLOODING,2018-05-01 00:00:01,2018-06-10 00:00:01,,99065,Musselshell (County),18121
4405,No,No,Yes,Yes,MT,2018-10-31 06:53:00,DR,Flood,FLOODING,2018-05-01 00:00:01,2018-06-10 00:00:01,,99067,Park (County),18121
4405,No,No,Yes,Yes,MT,2018-10-31 06:53:00,DR,Flood,FLOODING,2018-05-01 00:00:01,2018-06-10 00:00:01,,99077,Powell (County),18121
4405,No,No,Yes,Yes,MT,2018-10-31 06:53:00,DR,Flood,FLOODING,2018-05-01 00:00:01,2018-06-10 00:00:01,,99103,Treasure (County),18121
4404,Yes,No,Yes,Yes,MP,2018-10-26 18:20:00,DR,Typhoon,SUPER TYPHOON YUTU,2018-10-24 17:00:00,2018-10-26 23:59:00,,99085,Northern Islands (Municipality),18119
4404,Yes,No,Yes,Yes,MP,2018-10-26 18:20:00,DR,Typhoon,SUPER TYPHOON YUTU,2018-10-24 17:00:00,2018-10-26 23:59:00,,99100,Rota (Municipality),18119
4404,Yes,No,Yes,Yes,MP,2018-10-26 18:20:00,DR,Typhoon,SUPER TYPHOON YUTU,2018-10-24 17:00:00,2018-10-26 23:59:00,,99110,Saipan (Municipality),18119
4404,Yes,No,Yes,Yes,MP,2018-10-26 18:20:00,DR,Typhoon,SUPER TYPHOON YUTU,2018-10-24 17:00:00,2018-10-26 23:59:00,,99120,Tinian (Municipality),18119
3408,No,No,Yes,No,MP,2018-10-23 17:00:00,EM,Typhoon,TYPHOON YUTU,2018-10-24 00:00:00,2018-10-26 23:59:00,,99085,Northern Islands (Municipality),18118
3408,No,No,Yes,No,MP,2018-10-23 17:00:00,EM,Typhoon,TYPHOON YUTU,2018-10-24 00:00:00,2018-10-26 23:59:00,,99100,Rota (Municipality),18118
3408,No,No,Yes,No,MP,2018-10-23 17:00:00,EM,Typhoon,TYPHOON YUTU,2018-10-24 00:00:00,2018-10-26 23:59:00,,99110,Saipan (Municipality),18118
3408,No,No,Yes,No,MP,2018-10-23 17:00:00,EM,Typhoon,TYPHOON YUTU,2018-10-24 00:00:00,2018-10-26 23:59:00,,99120,Tinian (Municipality),18118
4402,Yes,No,Yes,Yes,WI,2018-10-18 12:15:00,DR,Flood,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, FLOODING, AND LANDSLIDES",2018-08-17 07:00:00,2018-09-14 23:59:00,,99001,Adams (County),18111
4402,Yes,No,Yes,Yes,WI,2018-10-18 12:15:00,DR,Flood,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, FLOODING, AND LANDSLIDES",2018-08-17 07:00:00,2018-09-14 23:59:00,,99023,Crawford (County),18111
4402,Yes,No,Yes,Yes,WI,2018-10-18 12:15:00,DR,Flood,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, FLOODING, AND LANDSLIDES",2018-08-17 07:00:00,2018-09-14 23:59:00,,99025,Dane (County),18111
4402,Yes,No,Yes,Yes,WI,2018-10-18 12:15:00,DR,Flood,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, FLOODING, AND LANDSLIDES",2018-08-17 07:00:00,2018-09-14 23:59:00,,99039,Fond du Lac (County),18111
4402,Yes,No,Yes,Yes,WI,2018-10-18 12:15:00,DR,Flood,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, FLOODING, AND LANDSLIDES",2018-08-17 07:00:00,2018-09-14 23:59:00,,99047,Green Lake (County),18111
4402,Yes,No,Yes,Yes,WI,2018-10-18 12:15:00,DR,Flood,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, FLOODING, AND LANDSLIDES",2018-08-17 07:00:00,2018-09-14 23:59:00,,99051,Iron (County),18111
4402,Yes,No,Yes,Yes,WI,2018-10-18 12:15:00,DR,Flood,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, FLOODING, AND LANDSLIDES",2018-08-17 07:00:00,2018-09-14 23:59:00,,99057,Juneau (County),18111
4402,Yes,No,Yes,Yes,WI,2018-10-18 12:15:00,DR,Flood,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, FLOODING, AND LANDSLIDES",2018-08-17 07:00:00,2018-09-14 23:59:00,,99063,La Crosse (County),18111
4402,Yes,No,Yes,Yes,WI,2018-10-18 12:15:00,DR,Flood,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, FLOODING, AND LANDSLIDES",2018-08-17 07:00:00,2018-09-14 23:59:00,,99077,Marquette (County),18111
4402,Yes,No,Yes,Yes,WI,2018-10-18 12:15:00,DR,Flood,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, FLOODING, AND LANDSLIDES",2018-08-17 07:00:00,2018-09-14 23:59:00,,99081,Monroe (County),18111
4402,Yes,No,Yes,Yes,WI,2018-10-18 12:15:00,DR,Flood,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, FLOODING, AND LANDSLIDES",2018-08-17 07:00:00,2018-09-14 23:59:00,,99089,Ozaukee (County),18111
4402,Yes,No,Yes,Yes,WI,2018-10-18 12:15:00,DR,Flood,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, FLOODING, AND LANDSLIDES",2018-08-17 07:00:00,2018-09-14 23:59:00,,99103,Richland (County),18111
4402,Yes,No,Yes,Yes,WI,2018-10-18 12:15:00,DR,Flood,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, FLOODING, AND LANDSLIDES",2018-08-17 07:00:00,2018-09-14 23:59:00,,99111,Sauk (County),18111
4402,Yes,No,Yes,Yes,WI,2018-10-18 12:15:00,DR,Flood,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, FLOODING, AND LANDSLIDES",2018-08-17 07:00:00,2018-09-14 23:59:00,,99123,Vernon (County),18111
4401,No,No,Yes,Yes,VA,2018-10-15 09:10:00,DR,Hurricane,HURRICANE FLORENCE,2018-09-08 00:01:00,2018-09-21 23:59:00,,9816,Bristol,18117
4401,No,No,Yes,Yes,VA,2018-10-15 09:10:00,DR,Hurricane,HURRICANE FLORENCE,2018-09-08 00:01:00,2018-09-21 23:59:00,,21344,Danville,18117
4401,No,No,Yes,Yes,VA,2018-10-15 09:10:00,DR,Hurricane,HURRICANE FLORENCE,2018-09-08 00:01:00,2018-09-21 23:59:00,,29600,Franklin,18117
4401,No,No,Yes,Yes,VA,2018-10-15 09:10:00,DR,Hurricane,HURRICANE FLORENCE,2018-09-08 00:01:00,2018-09-21 23:59:00,,35000,Hampton,18117
4401,No,No,Yes,Yes,VA,2018-10-15 09:10:00,DR,Hurricane,HURRICANE FLORENCE,2018-09-08 00:01:00,2018-09-21 23:59:00,,49784,Martinsville,18117
4401,No,No,Yes,Yes,VA,2018-10-15 09:10:00,DR,Hurricane,HURRICANE FLORENCE,2018-09-08 00:01:00,2018-09-21 23:59:00,,56000,Newport News,18117
4401,No,No,Yes,Yes,VA,2018-10-15 09:10:00,DR,Hurricane,HURRICANE FLORENCE,2018-09-08 00:01:00,2018-09-21 23:59:00,,67000,Richmond,18117
4401,No,No,Yes,Yes,VA,2018-10-15 09:10:00,DR,Hurricane,HURRICANE FLORENCE,2018-09-08 00:01:00,2018-09-21 23:59:00,,68000,Roanoke,18117
4401,No,No,Yes,Yes,VA,2018-10-15 09:10:00,DR,Hurricane,HURRICANE FLORENCE,2018-09-08 00:01:00,2018-09-21 23:59:00,,86160,Williamsburg,18117
4401,No,No,Yes,Yes,VA,2018-10-15 09:10:00,DR,Hurricane,HURRICANE FLORENCE,2018-09-08 00:01:00,2018-09-21 23:59:00,,99023,Botetourt (County),18117
4401,No,No,Yes,Yes,VA,2018-10-15 09:10:00,DR,Hurricane,HURRICANE FLORENCE,2018-09-08 00:01:00,2018-09-21 23:59:00,,99036,Charles City (County),18117
4401,No,No,Yes,Yes,VA,2018-10-15 09:10:00,DR,Hurricane,HURRICANE FLORENCE,2018-09-08 00:01:00,2018-09-21 23:59:00,,99041,Chesterfield (County),18117
4401,No,No,Yes,Yes,VA,2018-10-15 09:10:00,DR,Hurricane,HURRICANE FLORENCE,2018-09-08 00:01:00,2018-09-21 23:59:00,,99045,Craig (County),18117
4401,No,No,Yes,Yes,VA,2018-10-15 09:10:00,DR,Hurricane,HURRICANE FLORENCE,2018-09-08 00:01:00,2018-09-21 23:59:00,,99063,Floyd (County),18117
